sale_id,sale_date,year,month,quarter,season,customer_id,district,customer_type,equipment,quantity,unit_price,gross_amount,discount_pct,discount_amount,net_revenue,payment_mode,delivery_status
S00355,2024-07-01,2024,7,Q3,Kharif Prep,C0260,Chapra (Saran),Cooperative,Threshing Machine,3,93923,281769,2,5635.38,276133.62,Bank Transfer,Delivered
S00356,2024-12-07,2024,12,Q4,Rabi Peak,C0077,Patna,Farmer,Rotavator,1,114118,114118,0,0.0,114118.0,UPI,Delivered
S00357,2024-12-12,2024,12,Q4,Rabi Peak,C0241,Muzaffarpur,Farmer,Threshing Machine,1,55609,55609,2,1112.18,54496.82,Bank Transfer,Delivered
S00358,2024-09-12,2024,9,Q3,Kharif Peak,C0230,Bhagalpur,Cooperative,Threshing Machine,1,82448,82448,0,0.0,82448.0,Bank Transfer,Delivered
S00359,2023-04-27,2023,4,Q2,Off-Season,C0018,Siwan,Cooperative,Tawa (Plough),1,34309,34309,0,0.0,34309.0,Cash,Delivered
S00360,2023-07-26,2023,7,Q3,Kharif Prep,C0350,Vaishali,Dealer,Cultivator,1,61853,61853,0,0.0,61853.0,UPI,Delivered
S00361,2024-05-07,2024,5,Q2,Off-Season,C0162,East Champaran,Farmer,Cultivator,1,35179,35179,0,0.0,35179.0,Cash,Delivered
S00362,2024-05-20,2024,5,Q2,Off-Season,C0217,Gopalganj,Farmer,Rotavator,1,90903,90903,0,0.0,90903.0,Bank Transfer,Delivered
S00363,2024-10-21,2024,10,Q4,Rabi Prep,C0089,Siwan,Farmer,Cultivator,1,54400,54400,0,0.0,54400.0,Bank Transfer,Delivered
S00364,2023-10-25,2023,10,Q4,Rabi Prep,C0341,Vaishali,Farmer,Cultivator,1,55493,55493,0,0.0,55493.0,EMI/Finance,Delivered
S00365,2023-01-10,2023,1,Q1,Rabi Peak,C0221,Darbhanga,Farmer,Tawa (Plough),1,39736,39736,0,0.0,39736.0,EMI/Finance,Pending
S00366,2023-10-02,2023,10,Q4,Rabi Prep,C0094,Madhubani,Farmer,Tawa (Plough),1,21045,21045,0,0.0,21045.0,Cash,Delivered
S00367,2024-04-12,2024,4,Q2,Off-Season,C0286,Katihar,Farmer,Cultivator,1,60278,60278,0,0.0,60278.0,UPI,Delivered
S00368,2023-06-20,2023,6,Q2,Kharif Prep,C0237,West Champaran,Farmer,Rotavator,1,130624,130624,10,13062.4,117561.6,Bank Transfer,Delivered
S00369,2024-08-27,2024,8,Q3,Kharif Peak,C0253,Muzaffarpur,Dealer,Zero Till Seed Drill,1,194572,194572,0,0.0,194572.0,UPI,Delivered
S00370,2023-01-30,2023,1,Q1,Rabi Peak,C0249,Chapra (Saran),Farmer,Tawa (Plough),2,41831,83662,0,0.0,83662.0,EMI/Finance,Delivered
S00371,2024-02-26,2024,2,Q1,Off-Season,C0309,Chapra (Saran),Farmer,Harvester,1,483206,483206,0,0.0,483206.0,Bank Transfer,Delivered
S00372,2024-08-13,2024,8,Q3,Kharif Peak,C0115,Chapra (Saran),Cooperative,Threshing Machine,2,69679,139358,2,2787.16,136570.84,Cash,Delivered
S00373,2024-12-18,2024,12,Q4,Rabi Peak,C0163,Chapra (Saran),Dealer,Threshing Machine,1,83367,83367,0,0.0,83367.0,Cash,Delivered
S00374,2024-01-30,2024,1,Q1,Rabi Peak,C0263,Sitamarhi,Farmer,Rotavator,1,139161,139161,10,13916.1,125244.9,Cash,Delivered
S00375,2023-06-10,2023,6,Q2,Kharif Prep,C0222,Gopalganj,Farmer,Zero Till Seed Drill,1,181510,181510,5,9075.5,172434.5,Cash,Delivered
S00376,2023-09-04,2023,9,Q3,Kharif Peak,C0186,Darbhanga,Farmer,Cultivator,1,53229,53229,0,0.0,53229.0,UPI,Delivered
S00377,2023-08-29,2023,8,Q3,Kharif Peak,C0163,Chapra (Saran),Dealer,Rotavator,1,114110,114110,0,0.0,114110.0,EMI/Finance,Delivered
S00378,2023-05-02,2023,5,Q2,Off-Season,C0238,Siwan,Farmer,Tawa (Plough),1,42419,42419,0,0.0,42419.0,UPI,Delivered
S00379,2023-01-01,2023,1,Q1,Rabi Peak,C0161,Chapra (Saran),Farmer,Tawa (Plough),1,43945,43945,2,878.9,43066.1,Cash,Delivered
S00380,2023-07-31,2023,7,Q3,Kharif Prep,C0021,Patna,Farmer,Threshing Machine,2,84898,169796,0,0.0,169796.0,Cash,Delivered
S00381,2024-04-10,2024,4,Q2,Off-Season,C0093,Siwan,Farmer,Cultivator,1,74318,74318,2,1486.36,72831.64,Bank Transfer,Delivered
S00382,2024-11-05,2024,11,Q4,Rabi Prep,C0007,West Champaran,Farmer,Cultivator,1,57371,57371,2,1147.42,56223.58,Bank Transfer,Delivered
S00383,2024-01-18,2024,1,Q1,Rabi Peak,C0236,Chapra (Saran),Farmer,Threshing Machine,2,58000,116000,0,0.0,116000.0,Bank Transfer,Delivered
S00384,2024-02-24,2024,2,Q1,Off-Season,C0325,Siwan,Cooperative,Rotavator,1,125032,125032,0,0.0,125032.0,EMI/Finance,Delivered
S00385,2023-07-15,2023,7,Q3,Kharif Prep,C0344,Chapra (Saran),Farmer,Threshing Machine,1,62062,62062,0,0.0,62062.0,UPI,Delivered
S00386,2023-05-07,2023,5,Q2,Off-Season,C0280,Vaishali,Farmer,Tawa (Plough),1,32762,32762,2,655.24,32106.76,UPI,Pending
S00387,2023-01-05,2023,1,Q1,Rabi Peak,C0242,Chapra (Saran),Farmer,Zero Till Seed Drill,1,126366,126366,0,0.0,126366.0,UPI,Delivered
S00388,2023-07-01,2023,7,Q3,Kharif Prep,C0271,Gopalganj,Cooperative,Threshing Machine,1,66380,66380,0,0.0,66380.0,UPI,Delivered
S00389,2023-11-26,2023,11,Q4,Rabi Prep,C0090,Samastipur,Dealer,Zero Till Seed Drill,1,170418,170418,2,3408.36,167009.64,Bank Transfer,Delivered
S00390,2024-02-12,2024,2,Q1,Off-Season,C0242,Chapra (Saran),Farmer,Tawa (Plough),1,27639,27639,0,0.0,27639.0,UPI,Delivered
S00391,2024-06-08,2024,6,Q2,Kharif Prep,C0267,Siwan,Farmer,Cultivator,1,70901,70901,2,1418.02,69482.98,EMI/Finance,Delivered
S00393,2024-10-27,2024,10,Q4,Rabi Prep,C0030,Darbhanga,Dealer,Tawa (Plough),1,23826,23826,2,476.52,23349.48,Cash,Delivered
S00394,2023-12-27,2023,12,Q4,Rabi Peak,C0122,Siwan,Farmer,Zero Till Seed Drill,1,196389,196389,2,3927.78,192461.22,UPI,Delivered
S00395,2024-06-30,2024,6,Q2,Kharif Prep,C0073,Gopalganj,Farmer,Cultivator,1,62681,62681,0,0.0,62681.0,Cash,Delivered
S00396,2024-11-17,2024,11,Q4,Rabi Prep,C0220,Samastipur,Cooperative,Rotavator,1,102496,102496,0,0.0,102496.0,Cash,Delivered
S00397,2023-03-05,2023,3,Q1,Off-Season,C0249,Chapra (Saran),Farmer,Threshing Machine,1,74342,74342,0,0.0,74342.0,UPI,Delivered
S00398,2024-09-22,2024,9,Q3,Kharif Peak,C0226,Chapra (Saran),Farmer,Tawa (Plough),1,42231,42231,0,0.0,42231.0,UPI,Delivered
S00399,2024-06-07,2024,6,Q2,Kharif Prep,C0177,Siwan,Farmer,Tawa (Plough),1,44175,44175,2,883.5,43291.5,Cash,Delivered
S00400,2024-03-02,2024,3,Q1,Off-Season,C0134,Patna,Farmer,Tawa (Plough),1,40450,40450,2,809.0,39641.0,Cash,Delivered
S00401,2024-09-27,2024,9,Q3,Kharif Peak,C0043,Gopalganj,Farmer,Tawa (Plough),1,32518,32518,8,2601.44,29916.56,Bank Transfer,Delivered
S00402,2024-08-25,2024,8,Q3,Kharif Peak,C0119,Gopalganj,Farmer,Zero Till Seed Drill,1,199087,199087,2,3981.74,195105.26,Cash,Delivered
S00403,2024-11-30,2024,11,Q4,Rabi Prep,C0060,Gopalganj,Farmer,Rotavator,1,96389,96389,0,0.0,96389.0,Cash,Delivered
S00404,2023-09-28,2023,9,Q3,Kharif Peak,C0068,Samastipur,Dealer,Rotavator,1,123272,123272,0,0.0,123272.0,UPI,Delivered
S00405,2023-02-10,2023,2,Q1,Off-Season,C0236,Chapra (Saran),Farmer,Rotavator,1,106143,106143,5,5307.15,100835.85,UPI,Delivered
S00406,2023-11-05,2023,11,Q4,Rabi Prep,C0175,East Champaran,Dealer,Zero Till Seed Drill,1,195061,195061,0,0.0,195061.0,Bank Transfer,Delivered
S00407,2023-07-08,2023,7,Q3,Kharif Prep,C0205,Gopalganj,Farmer,Zero Till Seed Drill,1,186209,186209,0,0.0,186209.0,UPI,Delivered
S00408,2023-08-07,2023,8,Q3,Kharif Peak,C0340,East Champaran,Farmer,Threshing Machine,1,76696,76696,0,0.0,76696.0,Bank Transfer,Delivered
S00409,2024-07-28,2024,7,Q3,Kharif Prep,C0310,Araria,Farmer,Tawa (Plough),1,39276,39276,2,785.52,38490.48,UPI,Delivered
S00410,2024-09-20,2024,9,Q3,Kharif Peak,C0040,Begusarai,Farmer,Tawa (Plough),2,25989,51978,2,1039.56,50938.44,Cash,Delivered
S00411,2023-04-27,2023,4,Q2,Off-Season,C0333,Samastipur,Farmer,Cultivator,1,70404,70404,0,0.0,70404.0,UPI,Delivered
S00412,2024-06-10,2024,6,Q2,Kharif Prep,C0053,Muzaffarpur,Farmer,Tawa (Plough),1,32600,32600,0,0.0,32600.0,Bank Transfer,Delivered
S00413,2023-03-26,2023,3,Q1,Off-Season,C0100,East Champaran,Dealer,Tawa (Plough),2,23485,46970,5,2348.5,44621.5,UPI,Delivered
S00414,2023-08-04,2023,8,Q3,Kharif Peak,C0253,Muzaffarpur,Dealer,Threshing Machine,1,68970,68970,0,0.0,68970.0,Cash,Delivered
S00415,2024-12-20,2024,12,Q4,Rabi Peak,C0045,Bhagalpur,Farmer,Tawa (Plough),1,42293,42293,2,845.86,41447.14,EMI/Finance,Delivered
S00416,2023-06-07,2023,6,Q2,Kharif Prep,C0257,Bhagalpur,Dealer,Rotavator,1,131980,131980,0,0.0,131980.0,Cash,Delivered
S00417,2024-07-25,2024,7,Q3,Kharif Prep,C0060,Gopalganj,Farmer,Rotavator,1,138845,138845,0,0.0,138845.0,UPI,Delivered
S00418,2024-03-19,2024,3,Q1,Off-Season,C0114,Darbhanga,Farmer,Cultivator,1,60526,60526,0,0.0,60526.0,UPI,Delivered
S00419,2024-08-22,2024,8,Q3,Kharif Peak,C0260,Chapra (Saran),Cooperative,Rotavator,1,140590,140590,8,11247.2,129342.8,Cash,Delivered
S00420,2023-11-05,2023,11,Q4,Rabi Prep,C0266,Darbhanga,Farmer,Threshing Machine,1,73449,73449,0,0.0,73449.0,UPI,Delivered
S00421,2024-04-30,2024,4,Q2,Off-Season,C0191,East Champaran,Farmer,Rotavator,1,99409,99409,0,0.0,99409.0,Bank Transfer,Delivered
S00422,2024-10-11,2024,10,Q4,Rabi Prep,C0331,Muzaffarpur,Farmer,Rotavator,2,129386,258772,8,20701.76,238070.24,EMI/Finance,Delivered
S00423,2023-01-12,2023,1,Q1,Rabi Peak,C0346,Gopalganj,Farmer,Zero Till Seed Drill,1,192754,192754,0,0.0,192754.0,UPI,Delivered
S00424,2024-07-14,2024,7,Q3,Kharif Prep,C0046,Darbhanga,Cooperative,Tawa (Plough),1,27984,27984,2,559.68,27424.32,Bank Transfer,Delivered
S00425,2024-10-23,2024,10,Q4,Rabi Prep,C0069,Samastipur,Farmer,Tawa (Plough),1,22667,22667,0,0.0,22667.0,Bank Transfer,Delivered
S00427,2024-04-17,2024,4,Q2,Off-Season,C0109,Samastipur,Farmer,Threshing Machine,1,59793,59793,0,0.0,59793.0,Cash,Delivered
S00428,2024-05-13,2024,5,Q2,Off-Season,C0315,Samastipur,Farmer,Tawa (Plough),1,29702,29702,2,594.04,29107.96,Cash,Delivered
S00429,2023-07-18,2023,7,Q3,Kharif Prep,C0014,Gopalganj,Farmer,Cultivator,1,64533,64533,2,1290.66,63242.34,Bank Transfer,Delivered
S00430,2024-08-03,2024,8,Q3,Kharif Peak,C0009,Purnia,Farmer,Cultivator,2,55731,111462,0,0.0,111462.0,Cash,Delivered
S00431,2024-12-30,2024,12,Q4,Rabi Peak,C0078,Samastipur,Farmer,Threshing Machine,1,83581,83581,0,0.0,83581.0,Bank Transfer,Delivered
S00432,2024-05-06,2024,5,Q2,Off-Season,C0348,Purnia,Farmer,Harvester,1,638083,638083,0,0.0,638083.0,Cash,Delivered
S00433,2023-03-25,2023,3,Q1,Off-Season,C0084,Gopalganj,Dealer,Tawa (Plough),2,22587,45174,0,0.0,45174.0,Bank Transfer,Delivered
S00434,2023-03-19,2023,3,Q1,Off-Season,C0312,Samastipur,Farmer,Tawa (Plough),1,34619,34619,5,1730.95,32888.05,UPI,Delivered
S00435,2023-08-06,2023,8,Q3,Kharif Peak,C0187,Sitamarhi,Farmer,Tawa (Plough),1,36074,36074,5,1803.7,34270.3,UPI,Delivered
S00436,2023-06-02,2023,6,Q2,Kharif Prep,C0222,Gopalganj,Farmer,Cultivator,2,49634,99268,2,1985.36,97282.64,EMI/Finance,Delivered
S00437,2024-05-28,2024,5,Q2,Off-Season,C0336,Vaishali,Farmer,Zero Till Seed Drill,1,172007,172007,0,0.0,172007.0,Cash,Pending
S00438,2024-09-20,2024,9,Q3,Kharif Peak,C0169,Samastipur,Dealer,Threshing Machine,1,88694,88694,0,0.0,88694.0,UPI,Delivered
S00439,2023-05-30,2023,5,Q2,Off-Season,C0213,Sitamarhi,Cooperative,Threshing Machine,2,86686,173372,0,0.0,173372.0,Bank Transfer,Delivered
S00440,2023-09-28,2023,9,Q3,Kharif Peak,C0051,Gopalganj,Farmer,Cultivator,1,37805,37805,0,0.0,37805.0,Bank Transfer,Delivered
S00441,2024-04-10,2024,4,Q2,Off-Season,C0254,Siwan,Farmer,Tawa (Plough),3,19307,57921,0,0.0,57921.0,Bank Transfer,Delivered
S00442,2023-10-08,2023,10,Q4,Rabi Prep,C0254,Siwan,Farmer,Tawa (Plough),1,26628,26628,2,532.56,26095.44,UPI,Delivered
S00443,2024-08-24,2024,8,Q3,Kharif Peak,C0164,Madhubani,Farmer,Threshing Machine,1,60101,60101,0,0.0,60101.0,EMI/Finance,Delivered
S00444,2023-12-28,2023,12,Q4,Rabi Peak,C0104,Bhagalpur,Dealer,Tawa (Plough),1,29306,29306,0,0.0,29306.0,UPI,Delivered
S00445,2023-05-23,2023,5,Q2,Off-Season,C0084,Gopalganj,Dealer,Harvester,1,570581,570581,2,11411.62,559169.38,Cash,Delivered
S00446,2024-01-06,2024,1,Q1,Rabi Peak,C0284,Muzaffarpur,Farmer,Threshing Machine,1,62754,62754,0,0.0,62754.0,Cash,Delivered
S00447,2024-11-22,2024,11,Q4,Rabi Prep,C0043,Gopalganj,Farmer,Harvester,1,560469,560469,2,11209.38,549259.62,UPI,Delivered
S00448,2023-05-11,2023,5,Q2,Off-Season,C0182,Darbhanga,Cooperative,Zero Till Seed Drill,1,141119,141119,0,0.0,141119.0,EMI/Finance,Delivered
S00449,2023-06-20,2023,6,Q2,Kharif Prep,C0068,Samastipur,Dealer,Cultivator,1,46798,46798,0,0.0,46798.0,EMI/Finance,Delivered
S00450,2024-11-08,2024,11,Q4,Rabi Prep,C0087,Gopalganj,Dealer,Tawa (Plough),1,20809,20809,2,416.18,20392.82,UPI,Delivered
S00451,2023-08-13,2023,8,Q3,Kharif Peak,C0002,Gopalganj,Dealer,Tawa (Plough),1,37688,37688,2,753.76,36934.24,Bank Transfer,Delivered
S00452,2024-06-07,2024,6,Q2,Kharif Prep,C0183,Muzaffarpur,Dealer,Cultivator,2,57457,114914,2,2298.28,112615.72,Cash,Delivered
S00453,2023-05-16,2023,5,Q2,Off-Season,C0226,Chapra (Saran),Farmer,Rotavator,1,98261,98261,8,7860.88,90400.12,Bank Transfer,Delivered
S00454,2024-09-12,2024,9,Q3,Kharif Peak,C0080,Begusarai,Cooperative,Rotavator,2,116186,232372,2,4647.44,227724.56,EMI/Finance,Delivered
S00455,2023-05-01,2023,5,Q2,Off-Season,C0106,Chapra (Saran),Farmer,Rotavator,1,128213,128213,2,2564.26,125648.74,Bank Transfer,Delivered
S00456,2024-11-25,2024,11,Q4,Rabi Prep,C0297,Begusarai,Dealer,Threshing Machine,1,89212,89212,5,4460.6,84751.4,Bank Transfer,Delivered
S00457,2024-05-08,2024,5,Q2,Off-Season,C0240,Vaishali,Farmer,Tawa (Plough),1,30492,30492,5,1524.6,28967.4,EMI/Finance,Delivered
S00458,2024-08-12,2024,8,Q3,Kharif Peak,C0062,West Champaran,Dealer,Rotavator,1,93774,93774,5,4688.7,89085.3,EMI/Finance,Delivered
S00459,2024-09-04,2024,9,Q3,Kharif Peak,C0009,Purnia,Farmer,Tawa (Plough),1,31390,31390,0,0.0,31390.0,Bank Transfer,Delivered
S00460,2024-06-19,2024,6,Q2,Kharif Prep,C0246,Patna,Farmer,Rotavator,1,85471,85471,0,0.0,85471.0,Bank Transfer,Delivered
S00461,2023-04-20,2023,4,Q2,Off-Season,C0207,Bhagalpur,Farmer,Rotavator,1,127701,127701,0,0.0,127701.0,UPI,Delivered
S00462,2024-09-18,2024,9,Q3,Kharif Peak,C0337,Gopalganj,Farmer,Cultivator,1,61047,61047,0,0.0,61047.0,Bank Transfer,Delivered
S00463,2024-01-15,2024,1,Q1,Rabi Peak,C0232,Muzaffarpur,Farmer,Zero Till Seed Drill,1,183407,183407,0,0.0,183407.0,Cash,Delivered
S00464,2023-05-22,2023,5,Q2,Off-Season,C0223,West Champaran,Farmer,Tawa (Plough),1,39603,39603,0,0.0,39603.0,Bank Transfer,Pending
S00465,2023-04-13,2023,4,Q2,Off-Season,C0096,Patna,Dealer,Rotavator,1,111251,111251,5,5562.55,105688.45,UPI,Delivered
S00466,2023-02-23,2023,2,Q1,Off-Season,C0347,Chapra (Saran),Farmer,Rotavator,1,126672,126672,0,0.0,126672.0,Cash,Delivered
S00467,2024-03-21,2024,3,Q1,Off-Season,C0123,Gopalganj,Farmer,Rotavator,1,102241,102241,0,0.0,102241.0,Cash,Delivered
S00468,2024-02-15,2024,2,Q1,Off-Season,C0102,Gopalganj,Dealer,Threshing Machine,1,89144,89144,8,7131.52,82012.48,Cash,Delivered
S00469,2023-06-29,2023,6,Q2,Kharif Prep,C0036,Madhubani,Cooperative,Threshing Machine,1,83768,83768,5,4188.4,79579.6,EMI/Finance,Delivered
S00470,2023-07-19,2023,7,Q3,Kharif Prep,C0263,Sitamarhi,Farmer,Rotavator,1,124289,124289,2,2485.78,121803.22,UPI,Delivered
S00471,2024-01-04,2024,1,Q1,Rabi Peak,C0035,Chapra (Saran),Farmer,Cultivator,2,35018,70036,0,0.0,70036.0,Cash,Delivered
S00472,2024-11-16,2024,11,Q4,Rabi Prep,C0104,Bhagalpur,Dealer,Cultivator,1,73409,73409,0,0.0,73409.0,Bank Transfer,Delivered
S00473,2024-07-16,2024,7,Q3,Kharif Prep,C0148,Chapra (Saran),Farmer,Cultivator,2,71642,143284,0,0.0,143284.0,EMI/Finance,Delivered
S00474,2024-09-12,2024,9,Q3,Kharif Peak,C0203,Gopalganj,Farmer,Tawa (Plough),2,32901,65802,2,1316.04,64485.96,Cash,Delivered
S00475,2023-04-20,2023,4,Q2,Off-Season,C0073,Gopalganj,Farmer,Zero Till Seed Drill,1,185951,185951,8,14876.08,171074.92,Bank Transfer,Pending
S00476,2024-07-04,2024,7,Q3,Kharif Prep,C0082,Patna,Farmer,Tawa (Plough),1,36838,36838,0,0.0,36838.0,UPI,Delivered
S00477,2023-09-07,2023,9,Q3,Kharif Peak,C0111,Muzaffarpur,Farmer,Tawa (Plough),1,43414,43414,0,0.0,43414.0,UPI,Delivered
S00478,2023-04-30,2023,4,Q2,Off-Season,C0115,Chapra (Saran),Cooperative,Cultivator,1,60078,60078,10,6007.8,54070.2,Bank Transfer,Delivered
S00479,2023-11-20,2023,11,Q4,Rabi Prep,C0285,Patna,Cooperative,Harvester,1,635124,635124,0,0.0,635124.0,Bank Transfer,Delivered
S00480,2023-04-06,2023,4,Q2,Off-Season,C0157,West Champaran,Dealer,Cultivator,1,57412,57412,8,4592.96,52819.04,UPI,Delivered
S00481,2024-08-10,2024,8,Q3,Kharif Peak,C0032,Siwan,Farmer,Cultivator,1,47462,47462,0,0.0,47462.0,Bank Transfer,Delivered
S00482,2023-07-31,2023,7,Q3,Kharif Prep,C0194,Patna,Farmer,Cultivator,1,51364,51364,0,0.0,51364.0,Bank Transfer,Delivered
S00483,2023-03-22,2023,3,Q1,Off-Season,C0122,Siwan,Farmer,Threshing Machine,1,87287,87287,5,4364.35,82922.65,UPI,Delivered
S00484,2024-05-08,2024,5,Q2,Off-Season,C0031,Gopalganj,Farmer,Cultivator,1,55671,55671,10,5567.1,50103.9,EMI/Finance,Delivered
S00485,2024-05-17,2024,5,Q2,Off-Season,C0279,Siwan,Farmer,Rotavator,2,135086,270172,0,0.0,270172.0,Cash,Delivered
S00486,2023-02-25,2023,2,Q1,Off-Season,C0070,Gopalganj,Farmer,Zero Till Seed Drill,1,175466,175466,0,0.0,175466.0,UPI,Delivered
S00487,2024-12-03,2024,12,Q4,Rabi Peak,C0227,Chapra (Saran),Farmer,Tawa (Plough),2,32981,65962,2,1319.24,64642.76,UPI,Delivered
S00488,2023-01-13,2023,1,Q1,Rabi Peak,C0317,Patna,Cooperative,Threshing Machine,1,79866,79866,0,0.0,79866.0,UPI,Delivered
S00489,2024-07-15,2024,7,Q3,Kharif Prep,C0324,East Champaran,Dealer,Cultivator,1,52655,52655,2,1053.1,51601.9,UPI,Delivered
S00490,2023-08-04,2023,8,Q3,Kharif Peak,C0169,Samastipur,Dealer,Harvester,1,844367,844367,5,42218.35,802148.65,Cash,Delivered
S00491,2023-05-15,2023,5,Q2,Off-Season,C0031,Gopalganj,Farmer,Tawa (Plough),1,40479,40479,0,0.0,40479.0,Cash,Delivered
S00492,2024-03-18,2024,3,Q1,Off-Season,C0335,Samastipur,Farmer,Tawa (Plough),1,24424,24424,8,1953.92,22470.08,Cash,Delivered
S00493,2023-06-30,2023,6,Q2,Kharif Prep,C0143,Sitamarhi,Farmer,Harvester,3,520501,1561503,5,78075.15,1483427.85,UPI,Delivered
S00494,2024-05-13,2024,5,Q2,Off-Season,C0186,Darbhanga,Farmer,Cultivator,1,71840,71840,0,0.0,71840.0,Cash,Delivered
S00495,2023-08-09,2023,8,Q3,Kharif Peak,C0212,East Champaran,Farmer,Tawa (Plough),1,33615,33615,0,0.0,33615.0,Bank Transfer,Delivered
S00496,2024-01-04,2024,1,Q1,Rabi Peak,C0172,Gopalganj,Farmer,Zero Till Seed Drill,1,153779,153779,0,0.0,153779.0,UPI,Delivered
S00497,2024-09-12,2024,9,Q3,Kharif Peak,C0150,Gopalganj,Dealer,Rotavator,1,122741,122741,0,0.0,122741.0,EMI/Finance,Delivered
S00498,2023-11-29,2023,11,Q4,Rabi Prep,C0346,Gopalganj,Farmer,Threshing Machine,1,86948,86948,0,0.0,86948.0,Cash,Delivered
S00499,2024-04-19,2024,4,Q2,Off-Season,C0205,Gopalganj,Farmer,Threshing Machine,1,64492,64492,2,1289.84,63202.16,EMI/Finance,Delivered
S00500,2024-09-19,2024,9,Q3,Kharif Peak,C0301,Samastipur,Farmer,Zero Till Seed Drill,1,129351,129351,0,0.0,129351.0,Cash,Delivered
S00501,2024-12-28,2024,12,Q4,Rabi Peak,C0043,Gopalganj,Farmer,Cultivator,1,60916,60916,0,0.0,60916.0,EMI/Finance,Delivered
S00502,2024-08-24,2024,8,Q3,Kharif Peak,C0096,Patna,Dealer,Zero Till Seed Drill,1,179020,179020,0,0.0,179020.0,Cash,Delivered
S00503,2024-11-08,2024,11,Q4,Rabi Prep,C0287,Patna,Farmer,Cultivator,1,40247,40247,0,0.0,40247.0,Cash,Delivered
S00504,2024-04-29,2024,4,Q2,Off-Season,C0266,Darbhanga,Farmer,Zero Till Seed Drill,1,123455,123455,0,0.0,123455.0,EMI/Finance,Delivered
S00505,2024-09-24,2024,9,Q3,Kharif Peak,C0324,East Champaran,Dealer,Rotavator,2,127915,255830,0,0.0,255830.0,Cash,Delivered
S00506,2024-03-29,2024,3,Q1,Off-Season,C0177,Siwan,Farmer,Threshing Machine,1,63603,63603,0,0.0,63603.0,Cash,Delivered
S00507,2023-11-30,2023,11,Q4,Rabi Prep,C0311,Gopalganj,Farmer,Tawa (Plough),2,33308,66616,0,0.0,66616.0,Cash,Delivered
S00508,2024-12-15,2024,12,Q4,Rabi Peak,C0020,Gopalganj,Farmer,Zero Till Seed Drill,1,197441,197441,2,3948.82,193492.18,UPI,Delivered
S00509,2024-06-20,2024,6,Q2,Kharif Prep,C0113,Patna,Cooperative,Threshing Machine,1,89982,89982,0,0.0,89982.0,UPI,Delivered
S00510,2024-03-28,2024,3,Q1,Off-Season,C0239,Sitamarhi,Dealer,Cultivator,1,62014,62014,0,0.0,62014.0,Cash,Delivered
S00511,2023-05-20,2023,5,Q2,Off-Season,C0342,Muzaffarpur,Farmer,Cultivator,1,65749,65749,2,1314.98,64434.02,UPI,Delivered
S00512,2023-11-03,2023,11,Q4,Rabi Prep,C0229,Purnia,Dealer,Rotavator,1,113209,113209,2,2264.18,110944.82,Bank Transfer,Delivered
S00513,2023-07-13,2023,7,Q3,Kharif Prep,C0286,Katihar,Farmer,Harvester,1,743891,743891,0,0.0,743891.0,Bank Transfer,Delivered
S00514,2024-01-23,2024,1,Q1,Rabi Peak,C0201,Sitamarhi,Farmer,Cultivator,1,40191,40191,0,0.0,40191.0,Bank Transfer,Delivered
S00515,2024-12-11,2024,12,Q4,Rabi Peak,C0149,Chapra (Saran),Farmer,Threshing Machine,1,73656,73656,0,0.0,73656.0,Cash,Delivered
S00516,2023-03-12,2023,3,Q1,Off-Season,C0310,Araria,Farmer,Rotavator,1,103978,103978,0,0.0,103978.0,UPI,Delivered
S00517,2024-05-18,2024,5,Q2,Off-Season,C0059,Chapra (Saran),Farmer,Rotavator,1,86271,86271,8,6901.68,79369.32,Cash,Pending
S00518,2023-10-16,2023,10,Q4,Rabi Prep,C0174,Samastipur,Farmer,Cultivator,1,63732,63732,0,0.0,63732.0,Cash,Delivered
S00519,2023-12-17,2023,12,Q4,Rabi Peak,C0035,Chapra (Saran),Farmer,Harvester,3,711302,2133906,0,0.0,2133906.0,Bank Transfer,Delivered
S00520,2023-05-30,2023,5,Q2,Off-Season,C0145,Muzaffarpur,Farmer,Rotavator,1,135833,135833,0,0.0,135833.0,Cash,Delivered
S00521,2023-09-14,2023,9,Q3,Kharif Peak,C0031,Gopalganj,Farmer,Tawa (Plough),1,18413,18413,5,920.65,17492.35,Cash,Delivered
S00522,2024-03-29,2024,3,Q1,Off-Season,C0220,Samastipur,Cooperative,Cultivator,1,37196,37196,2,743.92,36452.08,Cash,Delivered
S00523,2023-08-02,2023,8,Q3,Kharif Peak,C0277,Chapra (Saran),Farmer,Harvester,2,807272,1614544,8,129163.52,1485380.48,Cash,Delivered
S00524,2024-07-16,2024,7,Q3,Kharif Prep,C0200,Katihar,Farmer,Zero Till Seed Drill,1,153202,153202,0,0.0,153202.0,UPI,Delivered
S00525,2024-11-13,2024,11,Q4,Rabi Prep,C0227,Chapra (Saran),Farmer,Rotavator,1,92400,92400,0,0.0,92400.0,Cash,Delivered
S00526,2024-08-21,2024,8,Q3,Kharif Peak,C0318,Chapra (Saran),Farmer,Rotavator,1,136717,136717,8,10937.36,125779.64,UPI,Delivered
S00527,2024-12-05,2024,12,Q4,Rabi Peak,C0220,Samastipur,Cooperative,Zero Till Seed Drill,1,168679,168679,0,0.0,168679.0,UPI,Delivered
S00528,2023-12-13,2023,12,Q4,Rabi Peak,C0106,Chapra (Saran),Farmer,Tawa (Plough),1,42889,42889,0,0.0,42889.0,UPI,Delivered
